LanePointX,LanePointY
-1.646000,-2.000000
-1.646009,-2.000000
-1.645997,-2.000000
-1.644504,-2.000000
-1.644186,-2.000000
-1.643827,-2.000000
-1.643420,-2.000000
-1.642966,-2.000000
-1.642460,-2.000000
-1.641899,-2.000000
-1.641281,-2.000000
-1.640605,-2.000000
-1.639865,-2.000000
-1.639060,-2.000000
-1.638187,-2.000000
-1.637244,-2.000000
-1.636225,-2.000000
-1.635132,-2.000000
-1.604930,-2.000000
-1.602111,-2.000000
-1.599164,-2.000000
-1.596085,-2.000000
-1.592875,-2.000000
-1.589520,-2.000000
-1.586040,-2.000000
-1.582418,-2.000000
-1.578648,-2.000000
-1.574731,-2.000000
-1.570670,-2.000000
-1.566454,-2.000000
-1.562085,-2.000000
-1.557556,-2.000000
-1.552861,-2.000000
-1.453801,-2.000000
-1.445959,-2.000000
-1.437912,-2.000000
-1.429655,-2.000000
-1.421164,-2.000000
-1.412466,-2.000000
-1.403555,-2.000000
-1.394399,-2.000000
-1.385042,-2.000000
-1.375443,-2.000000
-1.365600,-2.000000
-1.355524,-2.000000
-1.345239,-2.000000
-1.334686,-2.000000
-1.323904,-2.000000
-1.115788,-2.000000
-1.100442,-2.000000
-1.084779,-2.000000
-1.068821,-2.000000
-1.052583,-2.000000
-1.036027,-2.000000
-1.019159,-2.000000
-1.001977,-2.000000
-0.984503,-2.000000
-0.966689,-2.000000
-0.948578,-2.000000
-0.930163,-2.000000
-0.911420,-2.000000
-0.892339,-2.000000
-0.872929,-2.000000
-0.515656,-2.000000
-0.490279,-2.000000
-0.464504,-2.000000
-0.438281,-2.000000
-0.411819,-2.000000
-0.384850,-2.000000
-0.357537,-2.000000
-0.329865,-2.000000
-0.301754,-2.000000
-0.273261,-2.000000
-0.244379,-2.000000
-0.215069,-2.000000
-0.185372,-2.000000
-0.155262,-2.000000
-0.124764,-2.000000
0.421782,-2.000000
0.459707,-2.000000
0.498087,-2.000000
0.536940,-2.000000
0.576242,-2.000000
0.616237,-2.000000
0.656473,-2.000000
0.697115,-2.000000
0.738283,-2.000000
0.779990,-2.000000
0.822216,-2.000000
0.864880,-2.000000
0.908068,-2.000000
0.951730,-2.000000
0.995895,-2.000000
1.772110,-2.000000
1.825049,-2.000000
1.878084,-2.000000
1.932133,-2.000000
1.986690,-2.000000
2.041841,-2.000000
2.097529,-2.000000
2.153741,-2.000000
2.210452,-2.000000
2.267796,-2.000000
2.325624,-2.000000
2.384029,-2.000000
2.442989,-2.000000
2.502441,-2.000000
2.562449,-2.000000
3.596524,-2.000000
3.665846,-2.000000
3.735609,-2.000000
3.806017,-2.000000
3.876800,-2.000000
3.948147,-2.000000
4.020061,-2.000000
4.092557,-2.000000
4.165592,-2.000000
4.239183,-2.000000
